score,CHANGE_WINDOW,ROLLING_WINDOW,FP,TP,ANOMALIES,ARCHITECHURE,EPOCHS,INFERENCE_LOSS_TYPE,TRAINING_LOSS_TYPE,KERNEL_SIZE
1.1867326755634404,60.0,10.0,5.902439024390244,29.658536585365855,33.34146341463415,MNAD,12,median_blur,MSE,5
1.2317382391593912,60.0,10.0,6.024390243902439,29.926829268292682,33.34146341463415,MNAD,12,median_blur,MSE,9
0.9961912033081245,60.0,10.0,5.7560975609756095,31.121951219512194,33.34146341463415,MNAD,12,MSE,MSE,NAN
1.1924698353967265,60.0,10.0,5.780487804878049,29.4390243902439,33.34146341463415,MNAD,12,gaussian_blur,MSE,5
1.132773046598431,60.0,10.0,5.926829268292683,29.70731707317073,33.34146341463415,MNAD,12,gaussian_blur,MSE,9
